大陆央视,#genre#
朝日放送,p6p://142.54.189.230:2215/1f2a3189e3a14f3ea7ed1630370e2d1e.ts
テレビ大阪,p6p://142.54.189.230:2215/c0c8d790381540f59e5543c7e862953b.ts
テレビ朝日,p6p://142.54.189.230:2215/eca471385a5d4394ac467d7a51883632.ts
BS-1,p6p://142.54.189.230:2215/26a07914a9904bfcbb83e1cbe7e75338.ts
BSプレミアム,p6p://142.54.189.230:2215/4118ec17e1a543c6bd87b7ce3a49c444.ts
BS日テレ,p6p://142.54.189.230:2215/a0297d4dbc114acbb6a4304d651a2859.ts
BS朝日,p6p://142.54.189.230:2215/775b7fa989684c3eb8f0908a6dfd3a27.ts
BS-TBS,p6p://142.54.189.230:2215/a94a4b77f9a240ae898bc39f371dcdb6.ts
BS11,p6p://142.54.189.230:2215/218b5e761b414cc18a80b20ff31a9a12.ts
BSフジ,p6p://142.54.189.230:2215/35d19448c60e436ba4e428cb942b280e.ts
WOWOWプライム,p6p://142.54.189.230:2215/3e7b595e1dca4590b9859505fb3928af.ts
WOWOWライブ,p6p://142.54.189.230:2215/eacf88e4c8e449b5b72ec0f03839e51d.ts
WOWOWシネマ,p6p://142.54.189.230:2215/1dd1bee08bbf410bb1e1884edef11216.ts
スター・チャンネル1,p6p://142.54.189.230:2215/5d8d8b81a0814a7598efbe453236249d.ts
スター・チャンネル2,p6p://142.54.189.230:2215/44cae0b972db4a1bbf3091b999a118dc.ts
スター・チャンネル3,p6p://142.54.189.230:2215/0d176684e39244eb8511c9fc11de3853.ts
BSアニマックス,p6p://142.54.189.230:2215/493be2582b5b40b491ee50cf31680a5d.ts
J Sports 1,p6p://142.54.189.230:2215/914b79b4fb0f424b97285ef8e8a1271f.ts
J Sports 2,p6p://142.54.189.230:2215/00c3cf49c9ae4e0b83c66e255a220bfc.ts
J Sports 3,p6p://142.54.189.230:2215/ea2b4d1bc9c740a1a54fd5188ab61541.ts
J Sports 4,p6p://142.54.189.230:2215/5fc13fd09cbd4ab99814d42e1fc7b6c0.ts
BS12,p6p://142.54.189.230:2215/14f1dc558617411a92210cbd813a8252.ts
ゴルフネットワークHD,p6p://142.54.189.230:2215/f23c453e32594799beb42e4a0b6f4493.ts
時代劇専門チャンネル,p6p://142.54.189.230:2215/233b88efe64e4e67987bd6210940127c.ts
Music Japan TV,p6p://142.54.189.230:2215/d7e5337f6a174b1ba8b14e7648069659.ts
キッズステーションHD,p6p://142.54.189.230:2215/91fa6cf30631490cbe14e53da1e5daf2.ts
ディスカバリーチャンネル,p6p://142.54.189.230:2215/eeedeed5757a463a98fbe411fb9296f2.ts
ナショナルジオグラフィック,p6p://142.54.189.230:2215/16558d1d1b6c4dc188d0855684c4c019.ts
日テレNEWS 24,p6p://142.54.189.230:2215/63a42d706abb4c0d937c44bc64e8344f.ts
旅チャンネル,p6p://142.54.189.230:2215/8c85b5c479074264855fc4c330c78abf.ts
ファミリー劇場,p6p://142.54.189.230:2215/523292626b3b48829165d030ee317144.ts
韩　国,#genre#
Arirang,p6p://142.54.189.230:2215/183109c6304c445cb4033263f500744c.ts
KBS1,p6p://142.54.189.230:2215/7a28963f680d49e5a11359a9b4dbc700.ts
KBS2,p6p://142.54.189.230:2215/75c8afd37dfd4cee8cb1ee1a0bab833d.ts
KBS Drama,p6p://142.54.189.230:2215/7a2c0a20be1f43ce9702e73455125424.ts
KBS Joy,p6p://142.54.189.230:2215/766fcb5e8f344c89be255358e483b078.ts
SBS,p6p://142.54.189.230:2215/10510a19b9af4892a5a44f5441867fb6.ts
SBS Biz,p6p://142.54.189.230:2215/244ed1f1bb6c49f1a086ec9fa5311947.ts
JTBC,p6p://142.54.189.230:2215/de1203a4b0c24728bb2ac05ae59bbe99.ts
EBS,p6p://142.54.189.230:2215/223caef915bc4223ac0d1c965e7d02bd.ts
YTN,p6p://142.54.189.230:2215/8a7f0bc29c8b428b9a47809deb8f7719.ts
Mnet,p6p://142.54.189.230:2215/1766bf32edae4e889d772cb72e711fee.ts
tvN,p6p://142.54.189.230:2215/2d366fd9163647179f16446032121a08.ts
OCN,p6p://142.54.189.230:2215/9a4f821096c947878e327af7045c7d40.ts
OCN Movies,p6p://142.54.189.230:2215/8b988b3aef0c426eb9b56d7c3b3599aa.ts
TV Chosun,p6p://142.54.189.230:2215/e4281495658948338df33dc25f5d938e.ts
MBC,p6p://142.54.189.230:2215/ca5c265cc75142c58d7104a634331e94.ts
MBN,p6p://142.54.189.230:2215/a75d9775126841e6bdd4603c6ff8aa22.ts
Tooniverse,p6p://142.54.189.230:2215/9fd98d5d92664f4a878bfd16b726d565.ts
SPOTV,p6p://142.54.189.230:2215/b1a04f200117457d99f214c655ae1e5f.ts
SPOTV 2,p6p://142.54.189.230:2215/382642dba3f44a65ad03c274a5887f81.ts
JTBC GOLF,p6p://142.54.189.230:2215/4fa8c0f159e544b5a76465c13a2acf14.ts
印　尼,#genre#
tvN Movies HD,p6p://142.54.189.230:2215/9b1a39676627427896f42971fcd8dced.ts
Indosiar,p6p://142.54.189.230:2215/30db31f507b44253bafa5c7beb540ec0.ts
RCTI,p6p://142.54.189.230:2215/1dc9cc47fba3443087a15b240236b081.ts
泰　国,#genre#
Channel 5,p6p://142.54.189.230:2215/6599e6c4f35c447b853a0d724cdfcd62.ts
NBT,p6p://142.54.189.230:2215/c16fb0a9afb743208cd6328125c1cb31.ts
TNN 16,p6p://142.54.189.230:2215/b03225f301a9456ca523d945bb12278c.ts
JKN 18,p6p://142.54.189.230:2215/3c0f2eea4fe24932b3cb7a4b4b542e2a.ts
Voice TV,p6p://142.54.189.230:2215/62c2dcf8594b48f9a7916ecbe9e63036.ts
Nation TV,p6p://142.54.189.230:2215/ea693fc99ef44347bc6c7e5b48f726ba.ts
Workpoint TV,p6p://142.54.189.230:2215/77ebe04b55304d3798c7228dfa6a4642.ts
true4U,p6p://142.54.189.230:2215/4c4b2e58b3af4be3a8b9dedb50323b98.ts
GMM 25,p6p://142.54.189.230:2215/0a12128682954837a4212ca4b1cd5358.ts
Channel 8,p6p://142.54.189.230:2215/86f98f33156445f6a2b33042517ec665.ts
Mono 29,p6p://142.54.189.230:2215/22809fc997164e4e82e777655bb7a471.ts
MCOT,p6p://142.54.189.230:2215/011534192f40480fb7f5a088d8326904.ts
ONE,p6p://142.54.189.230:2215/7df85b55e4b94a598e689659cac1d342.ts
Thairath TV,p6p://142.54.189.230:2215/a0f7ad5e7ed2475b84080dd5031d27b6.ts
Channel 3,p6p://142.54.189.230:2215/e905f3fdee8748629d6e84122e66735c.ts
Amarin TV,p6p://142.54.189.230:2215/faee8ce8b039452aa6bbbf1aa7eca0d0.ts
Channel 7,p6p://142.54.189.230:2215/2dea2e39b1554fbe9bfae70bc9e7d44c.ts
PPTV,p6p://142.54.189.230:2215/1524c668a6124cc7993a4d8223bbf122.ts
Boomerang,p6p://142.54.189.230:2215/9540565c224d4beb862a5e8d9d75cc3f.ts
Toonee,p6p://142.54.189.230:2215/8c5c28df9c984e9d8c1b65b949859e64.ts
Thai Parliament TV,p6p://142.54.189.230:2215/ba32ffb862f3448fae29f18e30ec9bd3.ts
Thai PBS,p6p://142.54.189.230:2215/08bbe191c47d4e08bd332def3a3c55ad.ts
News 1,p6p://142.54.189.230:2215/a7bdb7f9eb064145aab24f1ee68f90a7.ts
Zee Nung,p6p://142.54.189.230:2215/954f4099aaf04697bf82f3e17e9e6b36.ts
Channel 4050,p6p://142.54.189.230:2215/0d8d3a6df8104ec5a08ca66d64ccc222.ts
TVB Thai,p6p://142.54.189.230:2215/5944dd3419c94f3eaf8e5c0c87759ca5.ts
Bluesky,p6p://142.54.189.230:2215/87945b25f3c04a58bde4ebbb59358b60.ts
Top News,p6p://142.54.189.230:2215/df63339379814324a993fabaac00cab9.ts
True Sport 2,p6p://142.54.189.230:2215/c8f9e5adb1d3485badf5c8b12fcf9fe9.ts
True Sport 3,p6p://142.54.189.230:2215/996dba5d49884f50902e6bd9fd59128b.ts
True Sport 4,p6p://142.54.189.230:2215/301b0cd192c94544bc16f40360baa2b1.ts
True Sport 5,p6p://142.54.189.230:2215/9e9dd4631c674406b3e6ff3fad075bca.ts
True Sport 7,p6p://142.54.189.230:2215/b8fb0bf50231496f8a2a21d4b824bb78.ts
菲律宾,#genre#
Cartoon Network,p6p://142.54.189.230:2215/4a1654c263ff42b78bb0db40c99f6959.ts
Nickelodeon,p6p://142.54.189.230:2215/6da67785b1f546de891c7103493675d6.ts
Nick Jr.,p6p://142.54.189.230:2215/641567df7c2f4915b3acd4131a00cfe1.ts
Boomerang,p6p://142.54.189.230:2215/1bbea9a42e704b1db01c24f1273ddeb1.ts
GMA,p6p://142.54.189.230:2215/040d727fb018483886baf22b57d10880.ts
TV5,p6p://142.54.189.230:2215/cdd4f1be544446e6ac3c3d4a7c5bc37e.ts
Golf Channel Philippines,p6p://142.54.189.230:2215/68372542a9af4827a89a29351b257d46.ts
印　度,#genre#
SUN TV,p6p://142.54.189.230:2215/c3fc6fb47cbd47d38ecaf30685072344.ts
CNBC Awaaz,p6p://142.54.189.230:2215/872dff7c22224caa9584b9f09a1bb80d.ts
India TV,p6p://142.54.189.230:2215/a54d4c9ab7c64d4e916a86e9c1c7ab37.ts
Janam TV,p6p://142.54.189.230:2215/65d3bc635fbf4d9b96a7c2ddbe5a9e5b.ts
Colors Tamil,p6p://142.54.189.230:2215/31bfefc930094be395ab8a045fe8ea7e.ts
NDTV,p6p://142.54.189.230:2215/4d1c68dfb1a74831b946e3428a2814ab.ts
Sun Music,p6p://142.54.189.230:2215/6fc47f9c0c074666bfd0dad4d54ec75f.ts
Chutti TV,p6p://142.54.189.230:2215/e17d7e74f4c749ce8c829e0b276d61cd.ts
Adithya,p6p://142.54.189.230:2215/b48f6070672e470c89dc988d55a0b5f7.ts
Star Vijay,p6p://142.54.189.230:2215/db0738ea44a54ca296af5f65274c8822.ts
Zee Tamil,p6p://142.54.189.230:2215/bf3e6823bf4346cfbaac8c3de4196ca5.ts
美　国,#genre#
CNN,p6p://142.54.189.230:2215/d84ff27c6ab84dad9b0d8318d3ff3cf3.ts
CNBC,p6p://142.54.189.230:2215/ef542e86f0ab4a3f9fc36ccd2444843b.ts
Bloomberg TV,p6p://142.54.189.230:2215/a71955b1244c42f1b3bb5affff1fa597.ts
ESPN,p6p://142.54.189.230:2215/78527967fe97462d8bc23799c085b6dc.ts
CBSN,p6p://142.54.189.230:2215/cefb6358171542128974cdb3620ac513.ts
Fox News,p6p://142.54.189.230:2215/b2b9f4c5ae6e4d70b4812963b77fd42d.ts
Food Network,p6p://142.54.189.230:2215/d28226cee03f42398803056f88cfb389.ts
NBA,p6p://142.54.189.230:2215/65c4f80fc6004242b20dff566aff654c.ts
国内新闻,#genre#
中天新聞台,p6p://142.54.189.230:2215/e95839a4221f4f5aa977848cb54bbf47.ts
中視新聞台,p6p://142.54.189.230:2215/159baefe65b048c8b19597626b66ebeb.ts
壹電視新聞台,p6p://142.54.189.230:2215/1217d4fa03ea43f3910f4361da712da8.ts
無綫新聞台,p6p://142.54.189.230:2215/44ebc38b76fd45228616e077fe9078ea.ts
無綫財經·資訊台,p6p://142.54.189.230:2215/af9bffe3ca304d80ba521e02674aaafd.ts
台視新聞台,p6p://142.54.189.230:2215/c7be70432aac4c6fb85a9da31bc7d78e.ts
台視財經台,p6p://142.54.189.230:2215/f58090bbae4c41bf83eaba6a4e28a656.ts
三立新聞台,p6p://142.54.189.230:2215/e0d8a1f5f2d44f93bcef2eec7a771850.ts
三立iNEWS,p6p://142.54.189.230:2215/fafdc74d98d1413f9103d354f5b90917.ts
年代新聞,p6p://142.54.189.230:2215/2c82d9fe9b564e5dab9010d5b57557c2.ts
民視新聞台,p6p://142.54.189.230:2215/b7bf0f6b220e413a9c528fcb3f7ff0ea.ts
寰宇新聞台灣台,p6p://142.54.189.230:2215/0b31c823cd2645a5bc254fb3e6e65ae9.ts
寰宇新聞台,p6p://142.54.189.230:2215/bf653a209c6a4481b48c1a8730393507.ts
華視新聞,p6p://142.54.189.230:2215/f4e273cb41d84ed09b2ea2023e61bf13.ts
非凡新聞台,p6p://142.54.189.230:2215/0a5140c765154ab580d92768b447519b.ts
非凡商業台,p6p://142.54.189.230:2215/4e8be2ed2cda4b918e7165faff00afcd.ts
東森新聞台,p6p://142.54.189.230:2215/0fe69ec2865c4f4ca559f100318dd982.ts
東森財經新聞台,p6p://142.54.189.230:2215/6142b87c3bda48caa3a6b9f1db704e97.ts
TVBS新聞台,p6p://142.54.189.230:2215/279e9ce4943f4d9d896dabd204ce3f88.ts
now直播台,p6p://142.54.189.230:2215/ceb31453df7f450392c047108e9dd33c.ts
now新聞台,p6p://142.54.189.230:2215/b4eec646d04f4c1ebc64899c744a144b.ts
NHK新聞資訊台,p6p://142.54.189.230:2215/79e45e3885994a1eb260cd07ce66cc61.ts
JKN 18,p6p://142.54.189.230:2215/3c0f2eea4fe24932b3cb7a4b4b542e2a.ts
HKC直播新聞台,p6p://142.54.189.230:2215/a2eeb4461f0b4a8b94657560ee5f4890.ts
HKC新聞台,p6p://142.54.189.230:2215/41a80a6c4fe742f196925c5429c4754d.ts
HKC財經資訊台,p6p://142.54.189.230:2215/a0a0e1f2e06640708d7cc57b2bf016f9.ts



海外新闻,#genre#
TNN 16,p6p://142.54.189.230:2215/b03225f301a9456ca523d945bb12278c.ts
Sky News,p6p://142.54.189.230:2215/34f34bbebc9f4ac0a4fefbff974ab489.ts
NHK新聞資訊台,p6p://142.54.189.230:2215/79e45e3885994a1eb260cd07ce66cc61.ts
France24,p6p://142.54.189.230:2215/7aff5092435240a991151ed2a51c1c60.ts
FOX,p6p://142.54.189.230:2215/b64ca7767ee94a3c90f758fb2066f593.ts
Fox News,p6p://142.54.189.230:2215/b2b9f4c5ae6e4d70b4812963b77fd42d.ts
Euronews,p6p://142.54.189.230:2215/1e231fa159ae4988a7fc6e9f981f5541.ts
DW,p6p://142.54.189.230:2215/2af3ad390092467780c12c1bfb42066e.ts
CNN,p6p://142.54.189.230:2215/d84ff27c6ab84dad9b0d8318d3ff3cf3.ts
CNBC,p6p://142.54.189.230:2215/ef542e86f0ab4a3f9fc36ccd2444843b.ts
CNBC Awaaz,p6p://142.54.189.230:2215/872dff7c22224caa9584b9f09a1bb80d.ts
CNA,p6p://142.54.189.230:2215/1d0f8e0ddfc6480687c0df0f61dc60e3.ts
CGTN,p6p://142.54.189.230:2215/a5efdff445a7495cb330d4658651aa77.ts
CBSN,p6p://142.54.189.230:2215/cefb6358171542128974cdb3620ac513.ts
Bloomberg TV,p6p://142.54.189.230:2215/a71955b1244c42f1b3bb5affff1fa597.ts
BBC World News,p6p://142.54.189.230:2215/ef973c261dba4d57a78c1fdda5438f9f.ts
Arirang,p6p://142.54.189.230:2215/183109c6304c445cb4033263f500744c.ts
Al-Hijrah,p6p://142.54.189.230:2215/28bc74885ecf4bf38d32bdf3ac4b2f41.ts
Al Jazeera English,p6p://142.54.189.230:2215/988b843533884da28541eab863111ed5.ts



音乐,#genre#
MTV,p6p://142.54.189.230:2215/a2f2e25c7a52444ba25c1e5d1ceba10d.ts
MTV Live,p6p://142.54.189.230:2215/57fd9115f43942c898bf0bc1335cf993.ts
Mezzo Live,p6p://142.54.189.230:2215/26f717f869d24a86a57d4e6b2abcfb14.ts
CLASSICA 古典樂,p6p://142.54.189.230:2215/6b6776ce7728452b95d8035f385db8d2.ts
CMusic,p6p://142.54.189.230:2215/66c4c93fb8854f039f9d7ed0a85fc547.ts
Sun Music,p6p://142.54.189.230:2215/6fc47f9c0c074666bfd0dad4d54ec75f.ts



国内体育,#genre#
CCTV16,p6p://142.54.189.230:2215/5841ae8dcf4b4c65a4e7ea619d505661.ts
CCTV5,p6p://142.54.189.230:2215/8998d09ef6a54524ae70ad38ca3db7bf.ts
CCTV5+,p6p://142.54.189.230:2215/e15e51b4bb454ce3b657e47dd63f3a4d.ts
ELEVEN體育1台,p6p://142.54.189.230:2215/2a232b319fbf4f8491423b1a3ca79cf1.ts
ELEVEN體育2台,p6p://142.54.189.230:2215/f13f1d6ed13f42d798733356ed48c411.ts
HKC 18,p6p://142.54.189.230:2215/e98631a358d448f48a73c7248898b421.ts
HKC 603,p6p://142.54.189.230:2215/3775fc4ed6cf45529252b3b4825bd1c6.ts
HKC Sports Plus 1,p6p://142.54.189.230:2215/ee600f1ef4d540f4916808aee74c845d.ts
HKC体育台,p6p://142.54.189.230:2215/49409b73d6a54b968bdcc408e2ae5d83.ts
愛爾達體育1台(備),p6p://142.54.189.230:2215/797c28495c1140e5ad6af1e5bfe93edd.ts
愛爾達體育1台,p6p://142.54.189.230:2215/663e50c8b71a4f24a25a688c60774d53.ts
愛爾達體育2台(備),p6p://142.54.189.230:2215/d406b4d6533149d9a8b416c830e93ce5.ts
愛爾達體育2台,p6p://142.54.189.230:2215/5724fb1ff92544c8bddabce131c8c275.ts
愛爾達體育3台(備),p6p://142.54.189.230:2215/9e5d5e20d695489e8b7c851c3bcde72e.ts
愛爾達體育3台,p6p://142.54.189.230:2215/f3e0f4ba50d74a7389796717b5e984a2.ts
博斯高球,p6p://142.54.189.230:2215/76bb881e31c24d1e8d20e3d0a495c863.ts
博斯高球二台,p6p://142.54.189.230:2215/2c3151ffa11146b4b83aeeb114aa33ae.ts
博斯魅力網,p6p://142.54.189.230:2215/5d8530d8a9ad4d2a8ba040cf92e23959.ts
博斯網球台,p6p://142.54.189.230:2215/eefb591da40f4adb98255ffa26eafb11.ts
博斯無限二台,p6p://142.54.189.230:2215/f0ad1208c22348aaad60921e74111377.ts
博斯無限台,p6p://142.54.189.230:2215/902aa1b088f1434c8b6d157296324b31.ts
博斯運動,p6p://142.54.189.230:2215/afcbfa7d27794702a8cbeb12df8e3060.ts
博斯運動二台,p6p://142.54.189.230:2215/9939fec5a69b48f09139acc63eaa3d48.ts
廣東體育,p6p://142.54.189.230:2215/e95b77665b2f453489287b958acbcf8c.ts
魅力足球,p6p://142.54.189.230:2215/8da72be8840f4ad0a1bd1f4e3f9828e3.ts
緯來體育台,p6p://142.54.189.230:2215/29d9d50d205449ed8b5e5fe960466d3c.ts
緯來育樂台,p6p://142.54.189.230:2215/1cf5d78e54104e71b99bc94c9c571042.ts
新視覺,p6p://142.54.189.230:2215/f5933ac68d9245eea42724cb05665fe4.ts
智林體育台,p6p://142.54.189.230:2215/89add91965044562aae4eea0cc05c9f5.ts

海外体育,#genre#
Z頻道,p6p://142.54.189.230:2215/4781066495974d01b4fa0d97bac5ab08.ts
WWE,p6p://142.54.189.230:2215/daec7b8d6bf441cfb4614c3739261387.ts
True Sport 7,p6p://142.54.189.230:2215/b8fb0bf50231496f8a2a21d4b824bb78.ts
True Sport 5,p6p://142.54.189.230:2215/9e9dd4631c674406b3e6ff3fad075bca.ts
True Sport 4,p6p://142.54.189.230:2215/301b0cd192c94544bc16f40360baa2b1.ts
True Sport 3,p6p://142.54.189.230:2215/996dba5d49884f50902e6bd9fd59128b.ts
True Sport 2,p6p://142.54.189.230:2215/c8f9e5adb1d3485badf5c8b12fcf9fe9.ts
TRACE Sport Stars,p6p://142.54.189.230:2215/35052dc97a4547f0872f7e82e76e90a3.ts
SPOTV,p6p://142.54.189.230:2215/1a233ea435374eb6bcae7480fc8d1f1a.ts
Skynet Sports HD,p6p://142.54.189.230:2215/e3a5de4de4b142e29579a2c3e0316cf3.ts
Skynet Sports 6,p6p://142.54.189.230:2215/13994b00a8d34e66b809d7107771d1f9.ts
Skynet Sports 5,p6p://142.54.189.230:2215/798808f0b34d4576953b17fbd3a22f66.ts
Skynet Sports 2,p6p://142.54.189.230:2215/ff2d3f540e6d49ffae0f1b274e6db196.ts
RTM Sport,p6p://142.54.189.230:2215/722cdaedbf3c4578bb3cb892d39291f7.ts
Premier Sports,p6p://142.54.189.230:2215/18e8a6bf30c9470a8ebf74b5f133ea5a.ts
NBA,p6p://142.54.189.230:2215/65c4f80fc6004242b20dff566aff654c.ts
J Sports 4,p6p://142.54.189.230:2215/5fc13fd09cbd4ab99814d42e1fc7b6c0.ts
J Sports 3,p6p://142.54.189.230:2215/ea2b4d1bc9c740a1a54fd5188ab61541.ts
J Sports 2,p6p://142.54.189.230:2215/00c3cf49c9ae4e0b83c66e255a220bfc.ts
J Sports 1,p6p://142.54.189.230:2215/914b79b4fb0f424b97285ef8e8a1271f.ts
Hub Sports 3,p6p://142.54.189.230:2215/53e1143ce5cc42b9b724fa6fcb533998.ts
Hub Sports 2,p6p://142.54.189.230:2215/8746aa75a4724e2a8bd977509a9a8d84.ts
Hub Sports 1,p6p://142.54.189.230:2215/cd22d0207d7841a2ba637994e9289e53.ts
Golf Channel,p6p://142.54.189.230:2215/bd79a94aa1bb4b6ab7a6a22850992a3a.ts
Golf Channel Philippines,p6p://142.54.189.230:2215/68372542a9af4827a89a29351b257d46.ts
Fight Sports,p6p://142.54.189.230:2215/b07552e8ca9d48119c07c03a5763d6ba.ts
Eurosport HD,p6p://142.54.189.230:2215/f262cdd30c8b49d9b1d28934d30ffadd.ts
ESPN,p6p://142.54.189.230:2215/78527967fe97462d8bc23799c085b6dc.ts
eGG Network,p6p://142.54.189.230:2215/4b1d6e7f8106486388cb53ae774d1bae.ts
beIN Sports,p6p://142.54.189.230:2215/934c3f902bde48fb845469ddab8c8040.ts
beIN Sports 3,p6p://142.54.189.230:2215/d18ce624d1d6475ababbe6bc805791b6.ts
beIN Sports 2,p6p://142.54.189.230:2215/2821b48e46fc4264a8ccd6ac2a098822.ts
Astro SuperSport,p6p://142.54.189.230:2215/6a0e2340d9024b2fbbecd9406ac59cf1.ts
Astro SuperSport 5,p6p://142.54.189.230:2215/acabc5f598a7443fbff8008e0c9ffddd.ts
Astro SuperSport 4,p6p://142.54.189.230:2215/a69c356f7c084229bebd07efcba74047.ts
Astro SuperSport 3,p6p://142.54.189.230:2215/2e4f290608344090a48009ff2a16e03e.ts
Astro SuperSport 2,p6p://142.54.189.230:2215/10e49eeb0beb4459a621662df63d0b1f.ts
Astro Cricket,p6p://142.54.189.230:2215/62df032eefbb45259e079136ab4eff3f.ts
Astro Arena,p6p://142.54.189.230:2215/9931b84a9bbf444caa1568ec881138a3.ts
Astro Arena 2,p6p://142.54.189.230:2215/cdf052577d4144ca8eba9dfc0e4bbf0b.ts
Fight Sports,p6p://142.54.189.230:2215/b07552e8ca9d48119c07c03a5763d6ba.ts

知识,#genre#
國家地理頻道,p6p://142.54.189.230:2215/b9ba2ecb059f422e9e95e409ebb30b1b.ts
國家地理高畫質野生頻道,p6p://142.54.189.230:2215/ec8f2e6f7d6043778bf1a09a7ceae17c.ts
動物星球,p6p://142.54.189.230:2215/9f1389bd4e1b4e7cb3856b3e930d7d59.ts
DMAX,p6p://142.54.189.230:2215/8c06c3d3f93842668521096649148214.ts
DMAX,p6p://142.54.189.230:2215/8c06c3d3f93842668521096649148214.ts
Discovery科學頻道,p6p://142.54.189.230:2215/a9a204293b7642718c36a1b29cd0bbc5.ts
Discovery科學頻道,p6p://142.54.189.230:2215/a9a204293b7642718c36a1b29cd0bbc5.ts
Discovery Asia,p6p://142.54.189.230:2215/c5007f859d8a484aa351d02aa8d2b30a.ts
Discovery Asia,p6p://142.54.189.230:2215/c5007f859d8a484aa351d02aa8d2b30a.ts
Nat Geo Wild,p6p://142.54.189.230:2215/7b76471b64c34493b920bfd47ba48fa4.ts
Love Nature,p6p://142.54.189.230:2215/a05e4f7aed0e405294c50b5c13b78dd9.ts
探索頻道,p6p://142.54.189.230:2215/b47f471f1b84411e97ecc2dc7df650b4.ts
OUTDOOR,p6p://142.54.189.230:2215/d16cd6f8f9df4a89b2e912c3b48009fa.ts
HISTORY 2,p6p://142.54.189.230:2215/3fc31b8a47d847ae86d15d9eef9b96e1.ts
HISTORY 2,p6p://142.54.189.230:2215/3fc31b8a47d847ae86d15d9eef9b96e1.ts
罪案偵緝頻道,p6p://142.54.189.230:2215/dba9762dc66d44148514470c0f4e0ce5.ts
歷史頻道,p6p://142.54.189.230:2215/eefb28f233424683bf42dfad073e9f8f.ts
BBC Earth,p6p://142.54.189.230:2215/b039881242f14d448836cc8d08bd5305.ts
CCTV9,p6p://142.54.189.230:2215/ba7a62d5b84245deb8251effc5110eaf.ts
亞洲美食頻道,p6p://142.54.189.230:2215/ca7fbcb6409146b8857c72b3fa0b91be.ts
亞洲旅遊台,p6p://142.54.189.230:2215/21391984d16c4c04a5990edf1886dee3.ts
時尚頻道,p6p://142.54.189.230:2215/4a8bd38fbedc4a78bfdb783b22a6efca.ts
美食星球,p6p://142.54.189.230:2215/16a5e37876c84a978da97f24b3b9de80.ts
達文西頻道,p6p://142.54.189.230:2215/10e1cf7b96804d94ab0d26a6b6797261.ts
TV5Monde,p6p://142.54.189.230:2215/76cb81775c344ad7b47ef93a8d0b0b85.ts
TV5MONDE Style 生活時尚,p6p://142.54.189.230:2215/495fbced6176491e986cb4b02316a6d0.ts
Travel Channel,p6p://142.54.189.230:2215/db2c7d88d275407d8342d3f4a2e9501c.ts
TLC旅遊生活,p6p://142.54.189.230:2215/f71bc2e326b94548957a849fd80072f0.ts
LUXE TV,p6p://142.54.189.230:2215/81e2fa4c33f84db780cf8d3f9eaa5780.ts
Lifetime,p6p://142.54.189.230:2215/d91adba3d7a14f7b9d728e28f81890f4.ts
KLT-靖天國際台,p6p://142.54.189.230:2215/0696e63574d740c1af8bc083b2f0667c.ts
HGTV居家樂活頻道,p6p://142.54.189.230:2215/d28337e3d269494e8cb2b5c1c8225d6a.ts
Food Network,p6p://142.54.189.230:2215/d28226cee03f42398803056f88cfb389.ts
EYE TV旅遊台,p6p://142.54.189.230:2215/8e3a3eafd8fe41c8a5a14c10cc68ad5c.ts
EVE,p6p://142.54.189.230:2215/a6df9353456d4e8284958c200a72b992.ts
ETtoday綜合台,p6p://142.54.189.230:2215/9b381853550446c5a67a206be6528897.ts
ELTV生活英語台,p6p://142.54.189.230:2215/2508441ce7034d18b1c9f05a15d06231.ts
BBC Lifestyle,p6p://142.54.189.230:2215/87eb48364d604a47b6fd2d75115d6aad.ts



少儿,#genre#


尼克兒童頻道,p6p://142.54.189.230:2215/915056237901456bad0378ea0711cb8e.ts
靖洋卡通Nice Bingo,p6p://142.54.189.230:2215/48c709d097954f2f9d1a87fcc235caea.ts
靖天卡通台,p6p://142.54.189.230:2215/08dbff5b7f5d418db4678320132527b9.ts
金鷹卡通,p6p://142.54.189.230:2215/ac0a589a208140c38ee37092e93896be.ts
達文西頻道,p6p://142.54.189.230:2215/10e1cf7b96804d94ab0d26a6b6797261.ts
達文西頻道,p6p://142.54.189.230:2215/10e1cf7b96804d94ab0d26a6b6797261.ts
Nickelodeon,p6p://142.54.189.230:2215/6da67785b1f546de891c7103493675d6.ts
Nick Jr.,p6p://142.54.189.230:2215/f6f823e49f304dbc8a1bea539a574d4a.ts
Nick Jr.,p6p://142.54.189.230:2215/f6f823e49f304dbc8a1bea539a574d4a.ts
Nick Jr.,p6p://142.54.189.230:2215/641567df7c2f4915b3acd4131a00cfe1.ts
MOMO親子台,p6p://142.54.189.230:2215/b5736d10d0434ea7ae81263b2af2a128.ts
i-Fun動漫台,p6p://142.54.189.230:2215/ac3200ad05f44d5392ab8d1a57f1e65f.ts
Hands Up,p6p://142.54.189.230:2215/a5cffaa5288e477ca0bddcbc26b338dd.ts
Dreamworks,p6p://142.54.189.230:2215/19ee04f14a534c399d53bda20c9f067e.ts
CN卡通頻道,p6p://142.54.189.230:2215/96e8869d5b7a438c97bf4939840ae4b8.ts
CCTV14,p6p://142.54.189.230:2215/0330205fcbad4a70b6d58c61257531a6.ts
Cbeebies,p6p://142.54.189.230:2215/775837a2cca2410cbae9114055b08212.ts
